0,3.9525,8.78,3.6706,12.83
1,3.4990,17.25,3.3972,19.37
2,3.3897,19.30,3.2902,21.30
3,3.3374,20.23,3.2803,21.17
4,3.3375,20.47,3.2915,21.61
5,3.3922,19.57,3.4129,19.49
6,3.4367,19.58,3.4772,19.15
7,3.5131,19.04,3.5563,18.48
8,3.6113,17.93,3.6544,16.52
9,3.7122,16.62,3.7341,15.97
10,3.7544,15.50,3.6978,16.07
11,3.6921,15.15,3.5874,16.49
12,3.6050,15.61,3.5686,16.47
13,3.5420,16.71,3.5041,17.41
14,3.5018,16.97,3.4527,17.57
15,3.4644,17.57,3.4307,18.56
16,3.4409,18.19,3.4289,18.31
17,3.4189,18.40,3.3728,19.62
18,3.3963,18.90,3.3920,19.12
19,3.3896,18.78,3.3557,19.19
20,3.3756,19.19,3.3340,20.11
21,3.3622,19.40,3.3227,20.29
22,3.3550,19.56,3.3904,18.78
23,3.3367,19.88,3.3417,19.28
24,3.3306,19.96,3.3047,20.96
25,3.3220,20.07,3.2955,20.40
26,3.3175,20.27,3.2765,20.68
27,3.3073,20.50,3.2723,20.85
28,3.3036,20.43,3.2594,21.22
29,3.2932,20.68,3.2463,21.59
30,3.2898,20.93,3.2467,21.62
31,3.2853,20.77,3.2853,20.60
32,3.2751,21.00,3.2448,21.46
33,3.2653,21.33,3.2458,21.10
34,3.2585,21.39,3.2242,21.35
35,3.2518,21.52,3.2324,22.29
36,3.2466,21.58,3.2230,21.96
37,3.2398,21.90,3.2095,22.27
38,3.2336,22.06,3.2169,22.11
39,3.2280,21.97,3.1951,22.75
40,3.2214,22.05,3.2115,21.67
41,3.2193,22.15,3.1981,22.40
42,3.2171,22.13,3.2005,22.26
43,3.2131,22.06,3.1806,22.87
44,3.2055,22.38,3.1852,22.77
45,3.2025,22.54,3.1914,22.52
46,3.2002,22.81,3.1858,22.58
47,3.1984,22.38,3.1788,22.79
48,3.1937,22.73,3.1766,22.95
49,3.1956,22.82,3.1811,23.02
